poll_id,transparency_score,numeric_grade,pollscore,state,sample_size,end_date,party,candidate_name,days_towards_election,pct
89100,10,2.8,-0.6,Pennsylvania,819,10/28/24,GRE,Jill Stein,8,1
89100,10,2.8,-0.6,Pennsylvania,819,10/28/24,LIB,Chase Oliver,8,1
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,DEM,Kamala Harris,8,51
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,REP,Donald Trump,8,45
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,IND,Robert F. Kennedy,8,1
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,IND,Cornel West,8,0
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,GRE,Jill Stein,8,1
89101,10,2.8,-0.6,Wisconsin,736,10/28/24,LIB,Chase Oliver,8,0
89066,9,3,-1.1,Pennsylvania,1273,10/28/24,DEM,Kamala Harris,8,49
89066,9,3,-1.1,Pennsylvania,1273,10/28/24,REP,Donald Trump,8,49
89078,9,3,-1.1,Nebraska,1206,10/28/24,DEM,Kamala Harris,8,40
89078,9,3,-1.1,Nebraska,1206,10/28/24,REP,Donald Trump,8,55
89078,9,3,-1.1,Nebraska,1206,10/28/24,GRE,Jill Stein,8,0
89078,9,3,-1.1,Nebraska,1206,10/28/24,IND,Cornel West,8,0
89078,9,3,-1.1,Nebraska,1206,10/28/24,LIB,Chase Oliver,8,1
89092,9,3,-1.1,Nebraska CD-1,408,10/28/24,DEM,Kamala Harris,8,43
89092,9,3,-1.1,Nebraska CD-1,408,10/28/24,REP,Donald Trump,8,51
89092,9,3,-1.1,Nebraska CD-1,408,10/28/24,GRE,Jill Stein,8,0
89092,9,3,-1.1,Nebraska CD-1,408,10/28/24,IND,Cornel West,8,0
89092,9,3,-1.1,Nebraska CD-1,408,10/28/24,LIB,Chase Oliver,8,3
89093,9,3,-1.1,Nebraska CD-2,393,10/28/24,DEM,Kamala Harris,8,52
89093,9,3,-1.1,Nebraska CD-2,393,10/28/24,REP,Donald Trump,8,44
89093,9,3,-1.1,Nebraska CD-2,393,10/28/24,GRE,Jill Stein,8,1
89093,9,3,-1.1,Nebraska CD-2,393,10/28/24,IND,Cornel West,8,0
89093,9,3,-1.1,Nebraska CD-2,393,10/28/24,LIB,Chase Oliver,8,1
89094,9,3,-1.1,Nebraska CD-3,404,10/28/24,DEM,Kamala Harris,8,25
89094,9,3,-1.1,Nebraska CD-3,404,10/28/24,REP,Donald Trump,8,70
89094,9,3,-1.1,Nebraska CD-3,404,10/28/24,GRE,Jill Stein,8,0
89094,9,3,-1.1,Nebraska CD-3,404,10/28/24,IND,Cornel West,8,0
89094,9,3,-1.1,Nebraska CD-3,404,10/28/24,LIB,Chase Oliver,8,0
89011,8,NA,NA,Ohio,400,10/28/24,DEM,Kamala Harris,8,45.9
89011,8,NA,NA,Ohio,400,10/28/24,REP,Donald Trump,8,54.1
89013,8,NA,NA,Tennessee,400,10/28/24,DEM,Kamala Harris,8,38.3
89013,8,NA,NA,Tennessee,400,10/28/24,REP,Donald Trump,8,61.7
89016,8,NA,NA,Illinois,400,10/28/24,DEM,Kamala Harris,8,58.4
89016,8,NA,NA,Illinois,400,10/28/24,REP,Donald Trump,8,41.6
89015,8,NA,NA,Indiana,400,10/28/24,DEM,Kamala Harris,8,42.3
89015,8,NA,NA,Indiana,400,10/28/24,REP,Donald Trump,8,57.7
89012,8,NA,NA,Virginia,400,10/28/24,DEM,Kamala Harris,8,54.1
89012,8,NA,NA,Virginia,400,10/28/24,REP,Donald Trump,8,45.9
89014,8,NA,NA,New Jersey,400,10/28/24,DEM,Kamala Harris,8,56.9
89014,8,NA,NA,New Jersey,400,10/28/24,REP,Donald Trump,8,43.1
89095,9,NA,NA,Georgia,658,10/27/24,DEM,Kamala Harris,9,49
89095,9,NA,NA,Georgia,658,10/27/24,REP,Donald Trump,9,50
89028,9.5,2.8,-0.9,NA,975,10/27/24,DEM,Kamala Harris,9,44
89028,9.5,2.8,-0.9,NA,975,10/27/24,REP,Donald Trump,9,43
89028,9.5,2.8,-0.9,NA,NA,10/27/24,DEM,Kamala Harris,9,47
89028,9.5,2.8,-0.9,NA,NA,10/27/24,REP,Donald Trump,9,46
89028,9.5,2.8,-0.9,NA,1150,10/27/24,DEM,Kamala Harris,9,40
89028,9.5,2.8,-0.9,NA,1150,10/27/24,REP,Donald Trump,9,41
89030,9,1.8,0.4,Arizona,901,10/27/24,DEM,Kamala Harris,9,47
89030,9,1.8,0.4,Arizona,901,10/27/24,REP,Donald Trump,9,49
89030,9,1.8,0.4,Arizona,901,10/27/24,LIB,Chase Oliver,9,1
89030,9,1.8,0.4,Arizona,901,10/27/24,GRE,Jill Stein,9,1
89031,9,1.8,0.4,Georgia,1112,10/27/24,DEM,Kamala Harris,9,47
89031,9,1.8,0.4,Georgia,1112,10/27/24,REP,Donald Trump,9,48
89031,9,1.8,0.4,Georgia,1112,10/27/24,LIB,Chase Oliver,9,1
89031,9,1.8,0.4,Georgia,1112,10/27/24,GRE,Jill Stein,9,0
89032,9,1.8,0.4,Michigan,728,10/27/24,DEM,Kamala Harris,9,49
89032,9,1.8,0.4,Michigan,728,10/27/24,REP,Donald Trump,9,48
89032,9,1.8,0.4,Michigan,728,10/27/24,LIB,Chase Oliver,9,0
89032,9,1.8,0.4,Michigan,728,10/27/24,GRE,Jill Stein,9,1
89033,9,1.8,0.4,Nevada,531,10/27/24,DEM,Kamala Harris,9,47
89033,9,1.8,0.4,Nevada,531,10/27/24,REP,Donald Trump,9,47
89033,9,1.8,0.4,Nevada,531,10/27/24,LIB,Chase Oliver,9,1
89033,9,1.8,0.4,Nevada,531,10/27/24,GRE,Jill Stein,9,0
89034,9,1.8,0.4,North Carolina,770,10/27/24,DEM,Kamala Harris,9,46
89034,9,1.8,0.4,North Carolina,770,10/27/24,REP,Donald Trump,9,48
89034,9,1.8,0.4,North Carolina,770,10/27/24,LIB,Chase Oliver,9,1
89034,9,1.8,0.4,North Carolina,770,10/27/24,GRE,Jill Stein,9,1
89035,9,1.8,0.4,Pennsylvania,1116,10/27/24,DEM,Kamala Harris,9,48
89035,9,1.8,0.4,Pennsylvania,1116,10/27/24,REP,Donald Trump,9,48
89035,9,1.8,0.4,Pennsylvania,1116,10/27/24,LIB,Chase Oliver,9,1
89035,9,1.8,0.4,Pennsylvania,1116,10/27/24,GRE,Jill Stein,9,0
89036,9,1.8,0.4,Wisconsin,746,10/27/24,DEM,Kamala Harris,9,49
89036,9,1.8,0.4,Wisconsin,746,10/27/24,REP,Donald Trump,9,47
89036,9,1.8,0.4,Wisconsin,746,10/27/24,LIB,Chase Oliver,9,1
89036,9,1.8,0.4,Wisconsin,746,10/27/24,GRE,Jill Stein,9,0
89082,8,2.9,-1,Michigan,500,10/27/24,DEM,Kamala Harris,9,47
89082,8,2.9,-1,Michigan,500,10/27/24,REP,Donald Trump,9,47.4
89082,8,2.9,-1,Michigan,500,10/27/24,LIB,Chase Oliver,9,0.2
89082,8,2.9,-1,Michigan,500,10/27/24,CON,Randall A. Terry,9,0
89082,8,2.9,-1,Michigan,500,10/27/24,GRE,Jill Stein,9,1.4
89082,8,2.9,-1,Michigan,500,10/27/24,IND,Robert F. Kennedy,9,1.4
89082,8,2.9,-1,Michigan,500,10/27/24,IND,Joseph Kishore,9,0.2
89082,8,2.9,-1,Michigan,500,10/27/24,IND,Cornel West,9,1
88981,8,NA,NA,Texas,400,10/27/24,DEM,Kamala Harris,9,45
88981,8,NA,NA,Texas,400,10/27/24,REP,Donald Trump,9,55
88986,8,NA,NA,Florida,400,10/27/24,DEM,Kamala Harris,9,44.2
88986,8,NA,NA,Florida,400,10/27/24,REP,Donald Trump,9,55.8
88987,8,NA,NA,New York,400,10/27/24,DEM,Kamala Harris,9,59
88987,8,NA,NA,New York,400,10/27/24,REP,Donald Trump,9,41
88988,8,NA,NA,California,400,10/27/24,DEM,Kamala Harris,9,62.8
88988,8,NA,NA,California,400,10/27/24,REP,Donald Trump,9,37.2
88984,8,NA,NA,Missouri,400,10/27/24,DEM,Kamala Harris,9,42
88984,8,NA,NA,Missouri,400,10/27/24,REP,Donald Trump,9,58
88977,8.5,2,0,New Hampshire,622,10/26/24,DEM,Kamala Harris,10,49.8
88977,8.5,2,0,New Hampshire,622,10/26/24,REP,Donald Trump,10,50.2
88972,9,3,-1.5,Texas,1180,10/26/24,DEM,Kamala Harris,10,41
88972,9,3,-1.5,Texas,1180,10/26/24,REP,Donald Trump,10,52
88972,9,3,-1.5,Texas,1180,10/26/24,DEM,Kamala Harris,10,40
88972,9,3,-1.5,Texas,1180,10/26/24,REP,Donald Trump,10,50
88972,9,3,-1.5,Texas,1180,10/26/24,GRE,Jill Stein,10,2
88972,9,3,-1.5,Texas,1180,10/26/24,LIB,Chase Oliver,10,2
88972,9,3,-1.5,Texas,1180,10/26/24,DEM,Kamala Harris,10,42
88972,9,3,-1.5,Texas,1180,10/26/24,REP,Donald Trump,10,52
88972,9,3,-1.5,Texas,1180,10/26/24,DEM,Kamala Harris,10,40
88972,9,3,-1.5,Texas,1180,10/26/24,REP,Donald Trump,10,51
88972,9,3,-1.5,Texas,1180,10/26/24,GRE,Jill Stein,10,1
88972,9,3,-1.5,Texas,1180,10/26/24,LIB,Chase Oliver,10,1
88973,9,3,-1.5,Nebraska,1194,10/26/24,DEM,Kamala Harris,10,40
88973,9,3,-1.5,Nebraska,1194,10/26/24,REP,Donald Trump,10,55
88973,9,3,-1.5,Nebraska,1194,10/26/24,DEM,Kamala Harris,10,38
88973,9,3,-1.5,Nebraska,1194,10/26/24,REP,Donald Trump,10,53
88973,9,3,-1.5,Nebraska,1194,10/26/24,GRE,Jill Stein,10,0
88973,9,3,-1.5,Nebraska,1194,10/26/24,IND,Cornel West,10,0
88973,9,3,-1.5,Nebraska,1194,10/26/24,LIB,Chase Oliver,10,1
88973,9,3,-1.5,Nebraska,1194,10/26/24,DEM,Kamala Harris,10,40
88973,9,3,-1.5,Nebraska,1194,10/26/24,REP,Donald Trump,10,55
88973,9,3,-1.5,Nebraska,1194,10/26/24,DEM,Kamala Harris,10,39
88973,9,3,-1.5,Nebraska,1194,10/26/24,REP,Donald Trump,10,53
88973,9,3,-1.5,Nebraska,1194,10/26/24,GRE,Jill Stein,10,0
88973,9,3,-1.5,Nebraska,1194,10/26/24,IND,Cornel West,10,0
88973,9,3,-1.5,Nebraska,1194,10/26/24,LIB,Chase Oliver,10,1
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,DEM,Kamala Harris,10,54
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,REP,Donald Trump,10,42
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,DEM,Kamala Harris,10,53
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,REP,Donald Trump,10,41
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,GRE,Jill Stein,10,0
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,IND,Cornel West,10,0
88978,9,3,-1.5,Nebraska CD-2,500,10/26/24,LIB,Chase Oliver,10,1
89010,8,2.8,-1.3,North Carolina,853,10/26/24,DEM,Kamala Harris,10,47
89010,8,2.8,-1.3,North Carolina,853,10/26/24,REP,Donald Trump,10,47
89026,10,2.8,-0.6,Arizona,781,10/26/24,DEM,Kamala Harris,10,48
89026,10,2.8,-0.6,Arizona,781,10/26/24,REP,Donald Trump,10,47
89026,10,2.8,-0.6,Arizona,781,10/26/24,GRE,Jill Stein,10,1
89026,10,2.8,-0.6,Arizona,781,10/26/24,LIB,Chase Oliver,10,2
89027,10,2.8,-0.6,Nevada,683,10/26/24,DEM,Kamala Harris,10,47
89027,10,2.8,-0.6,Nevada,683,10/26/24,REP,Donald Trump,10,48
89027,10,2.8,-0.6,Nevada,683,10/26/24,LIB,Chase Oliver,10,1
88961,9,3,-1.1,NA,2154,10/25/24,DEM,Kamala Harris,11,50
88961,9,3,-1.1,NA,2154,10/25/24,REP,Donald Trump,11,49
88989,10,3,-1.1,NA,78247,10/25/24,DEM,Kamala Harris,11,51
88989,10,3,-1.1,NA,78247,10/25/24,REP,Donald Trump,11,46
88989,10,3,-1.1,NA,48732,10/25/24,DEM,Kamala Harris,11,51
88989,10,3,-1.1,NA,48732,10/25/24,REP,Donald Trump,11,47
89043,10,3,-1.1,Arizona,2077,10/25/24,DEM,Kamala Harris,11,49
89043,10,3,-1.1,Arizona,2077,10/25/24,REP,Donald Trump,11,49
89043,10,3,-1.1,Arizona,2066,10/25/24,DEM,Kamala Harris,11,47
89043,10,3,-1.1,Arizona,2066,10/25/24,REP,Donald Trump,11,51
89044,10,3,-1.1,Florida,5952,10/25/24,DEM,Kamala Harris,11,47
89044,10,3,-1.1,Florida,5952,10/25/24,REP,Donald Trump,11,51
89044,10,3,-1.1,Florida,5916,10/25/24,DEM,Kamala Harris,11,46
89044,10,3,-1.1,Florida,5916,10/25/24,REP,Donald Trump,11,52
89045,10,3,-1.1,Georgia,2682,10/25/24,DEM,Kamala Harris,11,48
89045,10,3,-1.1,Georgia,2682,10/25/24,REP,Donald Trump,11,49
89045,10,3,-1.1,Georgia,2663,10/25/24,DEM,Kamala Harris,11,46
89045,10,3,-1.1,Georgia,2663,10/25/24,REP,Donald Trump,11,51
89046,10,3,-1.1,Michigan,2347,10/25/24,DEM,Kamala Harris,11,52
89046,10,3,-1.1,Michigan,2347,10/25/24,REP,Donald Trump,11,45
89046,10,3,-1.1,Michigan,2336,10/25/24,DEM,Kamala Harris,11,51
89046,10,3,-1.1,Michigan,2336,10/25/24,REP,Donald Trump,11,46
89047,10,3,-1.1,Minnesota,1278,10/25/24,DEM,Kamala Harris,11,52
89047,10,3,-1.1,Minnesota,1278,10/25/24,REP,Donald Trump,11,44
89047,10,3,-1.1,Minnesota,1275,10/25/24,DEM,Kamala Harris,11,53
89047,10,3,-1.1,Minnesota,1275,10/25/24,REP,Donald Trump,11,43
89048,10,3,-1.1,Nevada,940,10/25/24,DEM,Kamala Harris,11,53
89048,10,3,-1.1,Nevada,940,10/25/24,REP,Donald Trump,11,44
89048,10,3,-1.1,Nevada,933,10/25/24,DEM,Kamala Harris,11,51
89048,10,3,-1.1,Nevada,933,10/25/24,REP,Donald Trump,11,47
89049,10,3,-1.1,New Hampshire,380,10/25/24,DEM,Kamala Harris,11,52
89049,10,3,-1.1,New Hampshire,380,10/25/24,REP,Donald Trump,11,45
89049,10,3,-1.1,New Hampshire,375,10/25/24,DEM,Kamala Harris,11,52
89049,10,3,-1.1,New Hampshire,375,10/25/24,REP,Donald Trump,11,45
89050,10,3,-1.1,North Carolina,2330,10/25/24,DEM,Kamala Harris,11,49
89050,10,3,-1.1,North Carolina,2330,10/25/24,REP,Donald Trump,11,48
89050,10,3,-1.1,North Carolina,2308,10/25/24,DEM,Kamala Harris,11,48
89050,10,3,-1.1,North Carolina,2308,10/25/24,REP,Donald Trump,11,50
89051,10,3,-1.1,Ohio,3120,10/25/24,DEM,Kamala Harris,11,45
89051,10,3,-1.1,Ohio,3120,10/25/24,REP,Donald Trump,11,52
89051,10,3,-1.1,Ohio,3091,10/25/24,DEM,Kamala Harris,11,45
89051,10,3,-1.1,Ohio,3091,10/25/24,REP,Donald Trump,11,52
89052,10,3,-1.1,Pennsylvania,3708,10/25/24,DEM,Kamala Harris,11,50
89052,10,3,-1.1,Pennsylvania,3708,10/25/24,REP,Donald Trump,11,47
89052,10,3,-1.1,Pennsylvania,3685,10/25/24,DEM,Kamala Harris,11,49
89052,10,3,-1.1,Pennsylvania,3685,10/25/24,REP,Donald Trump,11,48
89053,10,3,-1.1,Texas,6526,10/25/24,DEM,Kamala Harris,11,47
89053,10,3,-1.1,Texas,6526,10/25/24,REP,Donald Trump,11,51
89053,10,3,-1.1,Texas,6473,10/25/24,DEM,Kamala Harris,11,47
89053,10,3,-1.1,Texas,6473,10/25/24,REP,Donald Trump,11,51
89054,10,3,-1.1,Virginia,2027,10/25/24,DEM,Kamala Harris,11,53
89054,10,3,-1.1,Virginia,2027,10/25/24,REP,Donald Trump,11,44
89054,10,3,-1.1,Virginia,2015,10/25/24,DEM,Kamala Harris,11,52
89054,10,3,-1.1,Virginia,2015,10/25/24,REP,Donald Trump,11,44
89055,10,3,-1.1,Wisconsin,1552,10/25/24,DEM,Kamala Harris,11,51
89055,10,3,-1.1,Wisconsin,1552,10/25/24,REP,Donald Trump,11,46
89055,10,3,-1.1,Wisconsin,1542,10/25/24,DEM,Kamala Harris,11,50
89055,10,3,-1.1,Wisconsin,1542,10/25/24,REP,Donald Trump,11,47
88932,8,NA,NA,NA,1000,10/24/24,DEM,Kamala Harris,12,50.1
88932,8,NA,NA,NA,1000,10/24/24,REP,Donald Trump,12,49.9
89103,10,3,-1.1,Wisconsin,753,10/24/24,DEM,Kamala Harris,12,50
89103,10,3,-1.1,Wisconsin,753,10/24/24,REP,Donald Trump,12,49
89103,10,3,-1.1,Wisconsin,753,10/24/24,DEM,Kamala Harris,12,46
89103,10,3,-1.1,Wisconsin,753,10/24/24,REP,Donald Trump,12,44
89103,10,3,-1.1,Wisconsin,753,10/24/24,IND,Robert F. Kennedy,12,5
89103,10,3,-1.1,Wisconsin,753,10/24/24,PSL,Claudia De La Cruz,12,0
89103,10,3,-1.1,Wisconsin,753,10/24/24,LIB,Chase Oliver,12,2
89103,10,3,-1.1,Wisconsin,753,10/24/24,GRE,Jill Stein,12,1
89103,10,3,-1.1,Wisconsin,753,10/24/24,CON,Randall A. Terry,12,0
89103,10,3,-1.1,Wisconsin,753,10/24/24,IND,Cornel West,12,1
89103,10,3,-1.1,Wisconsin,834,10/24/24,DEM,Kamala Harris,12,51
89103,10,3,-1.1,Wisconsin,834,10/24/24,REP,Donald Trump,12,49
89103,10,3,-1.1,Wisconsin,834,10/24/24,DEM,Kamala Harris,12,46
89103,10,3,-1.1,Wisconsin,834,10/24/24,REP,Donald Trump,12,43
89103,10,3,-1.1,Wisconsin,834,10/24/24,IND,Robert F. Kennedy,12,5
89103,10,3,-1.1,Wisconsin,834,10/24/24,LIB,Chase Oliver,12,2
89103,10,3,-1.1,Wisconsin,834,10/24/24,GRE,Jill Stein,12,1
89103,10,3,-1.1,Wisconsin,834,10/24/24,CON,Randall A. Terry,12,0
89103,10,3,-1.1,Wisconsin,834,10/24/24,IND,Cornel West,12,1
89103,10,3,-1.1,Wisconsin,834,10/24/24,PSL,Claudia De La Cruz,12,0
88930,9,3,-1.5,NA,2516,10/23/24,DEM,Kamala Harris,13,47
88930,9,3,-1.5,NA,2516,10/23/24,REP,Donald Trump,13,47
88930,9,3,-1.5,NA,2516,10/23/24,DEM,Kamala Harris,13,45
88930,9,3,-1.5,NA,2516,10/23/24,REP,Donald Trump,13,46
88930,9,3,-1.5,NA,2516,10/23/24,GRE,Jill Stein,13,2
88930,9,3,-1.5,NA,2516,10/23/24,LIB,Chase Oliver,13,0
88930,9,3,-1.5,NA,2516,10/23/24,DEM,Kamala Harris,13,48
88930,9,3,-1.5,NA,2516,10/23/24,REP,Donald Trump,13,48
88930,9,3,-1.5,NA,2516,10/23/24,DEM,Kamala Harris,13,46
88930,9,3,-1.5,NA,2516,10/23/24,REP,Donald Trump,13,47
88930,9,3,-1.5,NA,2516,10/23/24,GRE,Jill Stein,13,2
88930,9,3,-1.5,NA,2516,10/23/24,LIB,Chase Oliver,13,0
88951,10,2.8,-0.6,NA,1704,10/23/24,DEM,Kamala Harris,13,47
88951,10,2.8,-0.6,NA,1704,10/23/24,REP,Donald Trump,13,47
88951,10,2.8,-0.6,NA,1704,10/23/24,GRE,Jill Stein,13,1
88951,10,2.8,-0.6,NA,1704,10/23/24,LIB,Chase Oliver,13,2
88951,10,2.8,-0.6,NA,1704,10/23/24,DEM,Kamala Harris,13,47
88951,10,2.8,-0.6,NA,1704,10/23/24,REP,Donald Trump,13,46
88951,10,2.8,-0.6,NA,1704,10/23/24,GRE,Jill Stein,13,1
88951,10,2.8,-0.6,NA,1704,10/23/24,LIB,Chase Oliver,13,2
88974,8,2.9,-1,Wisconsin,500,10/23/24,DEM,Kamala Harris,13,46.6
88974,8,2.9,-1,Wisconsin,500,10/23/24,REP,Donald Trump,13,48
88974,8,2.9,-1,Wisconsin,500,10/23/24,CON,Randall A. Terry,13,0.2
88974,8,2.9,-1,Wisconsin,500,10/23/24,LIB,Chase Oliver,13,0.4
88974,8,2.9,-1,Wisconsin,500,10/23/24,GRE,Jill Stein,13,0.8
88974,8,2.9,-1,Wisconsin,500,10/23/24,PSL,Claudia De La Cruz,13,0.2
88974,8,2.9,-1,Wisconsin,500,10/23/24,IND,Cornel West,13,0.4
88974,8,2.9,-1,Wisconsin,500,10/23/24,IND,Robert F. Kennedy,13,1.2
88959,9,2.7,-0.8,Virginia,1004,10/23/24,DEM,Kamala Harris,13,49
88959,9,2.7,-0.8,Virginia,1004,10/23/24,REP,Donald Trump,13,43
88959,9,2.7,-0.8,Virginia,1004,10/23/24,DEM,Kamala Harris,13,48
88959,9,2.7,-0.8,Virginia,1004,10/23/24,REP,Donald Trump,13,42
88923,9,1.2,1.7,NA,2026,10/23/24,DEM,Kamala Harris,13,46.2
88923,9,1.2,1.7,NA,2026,10/23/24,REP,Donald Trump,13,41.1
88923,9,1.2,1.7,NA,1739,10/23/24,DEM,Kamala Harris,13,49
88923,9,1.2,1.7,NA,1739,10/23/24,REP,Donald Trump,13,43.2
88923,9,1.2,1.7,NA,1592,10/23/24,DEM,Kamala Harris,13,51.6
88923,9,1.2,1.7,NA,1592,10/23/24,REP,Donald Trump,13,45
88943,9,1.8,0.4,Arizona,710,10/22/24,DEM,Kamala Harris,14,46
88943,9,1.8,0.4,Arizona,710,10/22/24,REP,Donald Trump,14,48
88943,9,1.8,0.4,Arizona,710,10/22/24,LIB,Chase Oliver,14,1
88943,9,1.8,0.4,Arizona,710,10/22/24,GRE,Jill Stein,14,1
88944,9,1.8,0.4,Georgia,1168,10/22/24,DEM,Kamala Harris,14,47
88944,9,1.8,0.4,Georgia,1168,10/22/24,REP,Donald Trump,14,48
88944,9,1.8,0.4,Georgia,1168,10/22/24,LIB,Chase Oliver,14,1
88944,9,1.8,0.4,Georgia,1168,10/22/24,GRE,Jill Stein,14,0
88945,9,1.8,0.4,Michigan,1115,10/22/24,DEM,Kamala Harris,14,47
88945,9,1.8,0.4,Michigan,1115,10/22/24,REP,Donald Trump,14,47
88945,9,1.8,0.4,Michigan,1115,10/22/24,LIB,Chase Oliver,14,0
88945,9,1.8,0.4,Michigan,1115,10/22/24,GRE,Jill Stein,14,1
88946,9,1.8,0.4,Nevada,540,10/22/24,DEM,Kamala Harris,14,46
88946,9,1.8,0.4,Nevada,540,10/22/24,REP,Donald Trump,14,47
88946,9,1.8,0.4,Nevada,540,10/22/24,LIB,Chase Oliver,14,0
88946,9,1.8,0.4,Nevada,540,10/22/24,GRE,Jill Stein,14,0
88947,9,1.8,0.4,North Carolina,679,10/22/24,DEM,Kamala Harris,14,47
88947,9,1.8,0.4,North Carolina,679,10/22/24,REP,Donald Trump,14,48
88947,9,1.8,0.4,North Carolina,679,10/22/24,LIB,Chase Oliver,14,0
88947,9,1.8,0.4,North Carolina,679,10/22/24,GRE,Jill Stein,14,1
88948,9,1.8,0.4,Pennsylvania,1586,10/22/24,DEM,Kamala Harris,14,48
88948,9,1.8,0.4,Pennsylvania,1586,10/22/24,REP,Donald Trump,14,47
88948,9,1.8,0.4,Pennsylvania,1586,10/22/24,LIB,Chase Oliver,14,1
88948,9,1.8,0.4,Pennsylvania,1586,10/22/24,GRE,Jill Stein,14,0
88949,9,1.8,0.4,Wisconsin,557,10/22/24,DEM,Kamala Harris,14,49
88949,9,1.8,0.4,Wisconsin,557,10/22/24,REP,Donald Trump,14,47
88949,9,1.8,0.4,Wisconsin,557,10/22/24,LIB,Chase Oliver,14,1
88949,9,1.8,0.4,Wisconsin,557,10/22/24,GRE,Jill Stein,14,0
88872,9,3,-1.1,NA,1422,10/22/24,DEM,Kamala Harris,14,48
88872,9,3,-1.1,NA,1422,10/22/24,REP,Donald Trump,14,46
88872,9,3,-1.1,NA,1422,10/22/24,GRE,Jill Stein,14,1
88872,9,3,-1.1,NA,1422,10/22/24,IND,Cornel West,14,0
88872,9,3,-1.1,NA,1293,10/22/24,DEM,Kamala Harris,14,49
88872,9,3,-1.1,NA,1293,10/22/24,REP,Donald Trump,14,46
88872,9,3,-1.1,NA,1293,10/22/24,GRE,Jill Stein,14,1
